file_name,uni,wylie,url,dept,grade,char_len,audio_len,path,inf
STT_TT00516_0642_3845717_to_3848597,དེ་ནས་ཡེ་ཤེས་ཀྱི་ཚོགས་ལ་འཇུག་ནས་སྦྱིན་པ་གཏོང་བ་ལ་སོགས་པ་བྱེད་ནས།  ,de nas ye shes kyi tshogs la 'jug nas sbyin pa gtong ba la sogs pa byed nas/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00516_0642_3845717_to_3848597.wav,STT_TT,3,66,2.88,wav16k/STT_TT00516_0642_3845717_to_3848597.wav,དེ་ནས་ཡེ་ཤེས་ཀྱི་ཚོགས་ལ་འཇུག་ནས་ སྦྱིན་པ་གཏོང་བ་ལ་སོགས་པ་བྱས་ནས།
STT_TT00521_0546_3594455_to_3596919,བདེ་བ་ཆེན་པོ་ནི་རྫོགས་རིམ་པའི་རྣམ་ཐར་ཡིན་གསུངས་ཡོད་རེད། ད་དེ་རེད།  ,bde ba chen po ni rdzogs rim pa'i rnam thar yin gsungs yod red/_da de red/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00521_0546_3594455_to_3596919.wav,STT_TT,3,67,2.464,wav16k/STT_TT00521_0546_3594455_to_3596919.wav,བདེ་བ་ཆེན་པོ་ནི། རྫོགས་རིམ་པའི་རྣམ་དག་ཡིན་གསུངས། ད་དེ་རེད།
STT_NS_M0059_0062_566974_to_576374,ཨེ་ནས་མ་ཎི་གདང་སྐོར་ར་རྒྱག་ཡ་ཡིན་ན་རེད། ཨེ་ནས་མཱ་ཎི་སྐོར་ར་རྒྱབ་གར་འགྲོ་ཡ་འདྲ་བོ་དང་། ཨེ་འདྲའི་དུས་ཚོད་སྐབས་རཱ། ད་ཁོ་ཚོ་ལ་ལས་ཀ་སྐུལ་ཡ་དེ་ད་ཉུང་ང་བཏང་དགོས་རེད། ག་རེ་ལབ་ན། ཁོ་ཚོའི་ད་ཆོས་བྱེད་ཡ་དུས་ཚོད་དེ།  ,e nas ma Ni gdang skor ra rgyag ya yin na red/_e nas mA Ni skor ra rgyab gar 'gro ya 'dra bo dang /_e 'dra'i dus tshod skabs rA/_da kho tsho la las ka skul ya de da nyung nga btang dgos red/_ga re lab na/_kho tsho'i da chos byed ya dus tshod de/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_NS_M0059_0062_566974_to_576374.wav,STT_NS,3,204,9.4,wav16k/STT_NS_M0059_0062_566974_to_576374.wav,ཨེ་ནས་མ་འདང་སྐོར་ར་རྒྱབ་ཡ་ཡིན་ན་རེད། ཨེ་ནས་མ་ཎི་སྐོར་ར་རྒྱབ་ག་འགྲོ་ཡ་འདྲ་བོ་དང་ཨེ་འདྲའི་དུས་ཚོད་སྐབས་ར། ད་ཁོ་ཚོ་ལ་ལས་ཀ་བསྐོར་ཡ་དི་ད་ཉུང་བ་བཏང་དགོས་རེད་ ག་རེ་ལབ་ན་ཁོ་ཚོ་ད་ཆོས་བྱེད་ཡ་དུས་ཚོད་ད།
STT_TT00445_28.650-29.750,ཨེ་ནས་ད་གིན་ང་ཚོས་བཤད་པ་ནང་བཞིན།  ,e nas da gin nga tshos bshad pa nang bzhin/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00445_28.650-29.750.wav,STT_TT,3,34,1.1000000000000014,wav16k/STT_TT00445_28.650-29.750.wav,ཨེ་ནས། ད་གིན་ང་ཚོས་བཤད་པ་ནང་བཞིན།
STT_TT00529_0308_1898882_to_1901988,ཕྱག་རྒྱ་སྒྲུབ་པ་ཡིན་པ་ཞེས། ངོ་མ་ཐལ་མོ་སྦྱར་བ་དེ་ག་རེ་རེད་ཟེར་ན།  ,phyag rgya sgrub pa yin pa zhes/_ngo ma thal mo sbyar ba de ga re red zer na/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00529_0308_1898882_to_1901988.wav,STT_TT,3,65,3.106,wav16k/STT_TT00529_0308_1898882_to_1901988.wav,ཕྱག་རྒྱ་སྒྲུབ་པ་ཡིན་པ་ཞེས་ངོ་མ་ཐལ་མོ་སྦྱར་བ་དེ་ག་རེ་རེད་ཟེར་ན།
STT_TT00044_05133.500-05136.100,ཨེ་ནས་ད་ཆོས་བྱེད་ཀི་ཡིན། འདོད་ཆུང་ཆོག་ཤེས་ལ་བསླབ་ཀི་ཡིན།  ,e nas da chos byed ki yin/_'dod chung chog shes la bslab ki yin/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00044_05133.500-05136.100.wav,STT_TT,3,58,2.600000000000364,wav16k/STT_TT00044_05133.500-05136.100.wav,ཨེ་ནས་ད།་ཆོས་བྱེད་ཀི་ཡིན། འདོད་ཆུང་ཆོག་ཤེས་བསླབ་ཀི་ཡིན།
STT_TT00638_0105_1070786_to_1073666,ཅིག་པགས་པ་འདྲ་བོ་གོན། ལུས་ཀི་སྤྱོད་ལམ་དེ་འདྲའི། བསྟེན་བསྡད་ཡ་དེ་འདྲའི་འདུག་བཱ།  ,cig pags pa 'dra bo gon/_lus ki spyod lam de 'dra'i/_bsten bsdad ya de 'dra'i 'dug bA/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00638_0105_1070786_to_1073666.wav,STT_TT,3,80,2.88,wav16k/STT_TT00638_0105_1070786_to_1073666.wav,ཅིག་པགས་པ་འདྲ་བོ་གོན། ལུས་ཀི་སྤྱོད་ལམ་དེ་འདྲའི་བསྟེན་བསྡད་ཡ་དེ་འདྲའི་འདུག་ག།
STT_TT00037_07034.500-07035.650,ད་ཐར་པ་ཆ་མཐུན།  ,da thar pa cha mthun/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00037_07034.500-07035.650.wav,STT_TT,3,16,1.1499999999996362,wav16k/STT_TT00037_07034.500-07035.650.wav,ད་ཐར་པ་ཆ་མཐུན།
STT_TT00038_02549.600-02551.300,ལམ་གིས་སྤང་བྱ་སྤོང་བ་ ,lam gis spang bya spong ba _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00038_02549.600-02551.300.wav,STT_TT,3,22,1.7000000000002728,wav16k/STT_TT00038_02549.600-02551.300.wav,ལམ་གིས་སྤང་བྱ་སྤོང་བ།
STT_TT00045_04015.300-04016.750,བཞི་བརྒྱ་པ་རེད་བས། ཅིག་གི་ད་ཚིག་གཅིག་ཡོད་རེད།  ,bzhi brgya pa red bas/_cig gi da tshig gcig yod red/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00045_04015.300-04016.750.wav,STT_TT,3,47,1.449999999999818,wav16k/STT_TT00045_04015.300-04016.750.wav,བཞི་བརྒྱ་པ་རེད་བེ། ཅིག་ད་ཚིག་གཅིག་ཡོད་རེད།
